,beds,baths,size,zip_code,price
816,2,1.0,1060,562132,875000
817,1,1.0,562,562111,285000
818,3,2.5,1610,562111,840000
819,2,3.0,1212,562123,600000
820,4,2.5,2390,562123,1350000
821,2,1.0,1080,562123,950000
822,2,1.0,1350,562123,850000
823,4,3.5,2795,562123,1740000
824,2,2.0,1369,562123,720000
825,2,1.0,970,562132,1075000
826,3,3.5,1820,562111,1250000
827,3,2.0,1770,562123,500000
828,6,4.0,3280,562123,999950
829,3,1.0,1260,562111,440000
830,4,2.5,1939,562123,1025000
831,1,1.0,610,562132,679950
832,4,3.0,2200,562132,874999
833,3,3.5,3036,562111,3250000
834,3,2.5,1861,562123,1395000
835,3,2.0,1650,562130,750000
836,1,1.0,722,562130,299900
837,3,2.0,1260,562123,615000
838,2,2.5,2714,562132,1735000
839,2,2.0,1020,562111,605000
840,3,3.5,1471,562123,799990
841,3,2.5,1500,591106,1023500
842,2,1.0,1080,591123,650000
843,4,2.5,1544,591123,889000
844,2,2.0,1004,591123,320000
845,4,2.0,1470,590016,460000
846,4,2.0,1680,591123,930000
847,4,2.0,2420,591102,948750
848,4,3.5,2011,591103,1130000
849,2,2.0,896,591106,549250
850,2,2.0,1415,590018,445000
851,2,2.5,840,590014,629000
852,1,1.0,434,590005,345000
853,4,2.5,2730,591304,1175000
854,3,1.5,1350,591248,599000
855,3,3.5,1740,591303,840000
856,3,2.5,1940,591212,1140000
857,4,1.0,1340,591304,685000
858,2,2.0,1110,591304,689000
859,3,2.5,1380,591304,613000
860,3,2.5,1400,591304,785000
861,3,2.0,2110,591304,815000
862,1,1.0,557,591304,399950
863,3,2.0,1830,591304,835000
864,3,2.0,1480,591304,780000
865,3,1.5,1550,591304,835000
866,3,2.0,1670,591304,620000
867,4,2.5,2890,591223,1650000
868,3,3.5,1590,591304,820000
869,1,1.0,630,591304,439900
870,4,2.0,1440,591230,760000
871,3,2.5,2529,591232,1650000
872,3,3.0,1086,591234,539950
873,3,2.0,1565,591304,985000
874,2,2.0,916,591304,760000
875,3,7.0,2190,591304,1868000
876,2,2.0,1400,591304,530000
877,3,3.5,1352,591240,886000
878,4,4.0,2030,591315,1349000
879,3,2.0,1455,591242,959822
880,5,4.0,3240,591304,1825000
881,3,2.0,924,591304,422000
882,2,2.0,1470,591265,825000
883,3,2.0,1758,591304,1130000
884,3,2.5,1830,591316,960000
885,2,1.0,1019,591248,640000
886,4,3.0,2970,591212,1950000
887,3,3.5,1500,591232,700000
888,3,2.0,2020,591248,900000
889,3,3.5,2188,591230,1700000
890,1,1.0,507,591248,460000
891,2,1.5,1131,591212,699950
892,2,2.0,982,591265,705000
893,2,2.0,1889,591212,2750000
894,2,1.0,1440,591248,699990
895,2,2.0,789,591230,475000
896,2,2.0,1131,591316,575000
897,4,3.0,3300,591265,1995000
898,4,2.0,2510,591232,1025000
899,2,2.5,1580,591232,1790000
900,1,2.0,966,591232,640000
901,1,1.0,703,591240,350000
902,2,2.0,1220,591242,600000
903,9,5.0,3590,591265,1100400
904,6,5.5,4299,591265,3300000
905,1,1.0,900,591303,369950
906,3,2.5,1260,591234,750000
907,2,2.5,1048,591212,760000
908,4,1.0,1470,591212,699999
909,1,1.0,1113,591248,595000
910,2,2.0,1570,591265,715000
911,3,2.5,2740,591303,1375000
912,2,2.5,1470,591316,885000
913,4,2.0,1710,591234,685000
914,3,2.5,1580,591240,1095000
915,2,1.0,800,591212,550000
916,3,1.0,980,591242,500000
917,5,3.5,3700,591232,2075000
918,4,2.0,2352,591303,1450000
919,3,3.0,2320,591316,675000
920,2,2.0,1503,591240,729000
921,4,5.5,2410,591240,1500000
922,2,1.5,950,591234,1270000
923,3,1.5,1640,591248,1060000
924,3,1.5,2440,591240,1400000
925,1,1.0,594,591265,405000
926,4,2.0,1480,591232,665000
927,3,2.5,1220,591240,618000
928,3,2.0,2740,591315,1305000
929,3,3.0,2160,591212,1300000
930,2,2.0,1400,591232,850000
931,3,2.5,2650,591232,1112000
932,2,2.0,2735,591230,871000
933,1,1.0,750,591303,420000
934,2,1.0,1201,591212,605000
935,6,6.0,3488,591316,1225000
936,4,2.0,1742,591316,781000
937,4,2.0,2390,591232,1195000
938,3,1.0,4018,591248,517500
939,3,3.5,1530,591230,1089000
940,1,1.0,600,591115,370000
941,5,3.5,3340,591112,2500000
942,2,1.0,2060,591102,525000
943,3,2.5,1650,591102,675000
944,1,1.0,640,591115,497000
945,2,2.0,1106,591102,1470000
946,2,2.0,1200,591102,519000
947,3,2.5,1390,591102,575000
948,3,2.0,1759,591102,890000
949,2,1.5,1690,591115,779000
950,4,3.5,2191,591104,1394600
951,3,2.5,1380,591125,655000
952,2,2.0,877,591104,415000
953,5,4.0,2754,591104,956000
954,3,2.0,2770,591109,700000
955,1,1.0,515,591153,309000
956,3,2.0,2029,591115,685000
957,4,3.0,2560,591147,890000
958,5,3.5,2966,591102,1263500
959,3,2.5,1763,591153,1135000
960,3,2.5,1550,591104,1350000
961,2,1.0,830,591121,645000
962,2,2.0,1019,591104,499000
963,1,1.0,696,591121,385000
964,5,3.5,5090,591102,4325000
965,3,4.5,1460,591102,700000
966,2,2.0,1036,591104,789950
967,1,1.0,854,591115,540000
968,3,3.0,1687,591118,1035000
969,3,1.5,1430,591153,438000
970,2,2.0,1960,591112,580000
971,4,3.5,2720,591153,1395000
972,1,1.0,706,591102,520000
973,3,2.0,2600,591153,1525000
974,3,2.0,1900,591115,965000
975,2,1.5,1580,591104,1300000
976,1,1.0,1270,591104,915000
977,4,2.5,2320,591115,1001000
978,3,1.0,910,591115,650000
979,2,2.0,878,591115,675000
980,2,1.0,1915,591115,725000
981,3,2.0,2462,591102,1150000
982,4,3.5,2640,591153,1750000
983,3,2.5,1670,591118,875000
984,3,1.0,1090,591121,630000
985,3,3.5,1621,591125,1085000
986,4,2.0,2591,591112,800000
987,2,2.0,1400,591125,1295000
988,2,2.5,840,591147,612500
989,4,3.5,2910,591104,2325000
990,2,1.0,1410,591121,590000
991,2,1.0,770,591121,560000
992,3,2.0,1900,591102,1299000
993,3,2.0,2760,591125,1256000
994,3,2.0,1290,591102,925000
995,3,2.0,1111,591121,849000
996,2,2.0,850,591115,889900
997,2,1.5,900,591104,568000
998,6,5.0,2667,591125,900000
999,2,1.5,1320,591115,810000
1000,2,2.0,1370,591147,500000
1001,2,1.0,1140,591125,528000
1002,3,1.0,1380,591115,890000
1003,3,2.0,1422,591153,780000
1004,2,2.0,1065,591104,430000
1005,2,3.0,2943,591115,1650000
1006,3,2.0,1250,591102,625000
1007,3,2.0,2390,591121,1150000
1008,1,1.0,569,591118,400000
1009,3,2.0,1680,591102,1087500
1010,1,1.0,683,591143,679000
1011,1,1.0,627,590003,475000
1012,2,2.0,840,590010,645000
1013,3,1.5,1880,591108,749000
1014,2,2.0,881,590006,550000
1015,2,1.0,850,591109,778000
1016,1,1.0,525,591109,375000
1017,3,1.5,2170,590016,1250000
1018,2,1.0,1110,591131,820000
1019,4,3.5,3930,590014,2925000
1020,2,1.0,1047,591103,762500
1021,1,1.0,653,591103,475000
1022,3,1.5,1710,590003,1000000
1023,5,3.0,2120,591124,750000
1024,3,4.0,2360,591128,1325000
1025,4,4.0,2250,591108,1070000
1026,4,2.0,2320,591108,1150000
1027,4,3.5,3490,590016,1480000
1028,4,2.5,2500,590001,1295000
1029,2,1.0,792,590001,520000
1030,2,2.5,1490,590001,855000
1031,3,2.5,1700,590001,1475000
1032,2,2.0,1261,590001,625000
1033,4,2.0,2440,590016,1060000
1034,3,2.5,1420,590001,750000
1035,3,2.0,1380,590001,740000
1036,3,2.0,1111,590001,849000
1037,3,1.5,1920,590003,865000
1038,3,1.5,1220,590001,660000
1039,3,3.0,4010,590005,3050000
1040,2,2.0,1170,590016,644999
1041,3,2.5,1600,590010,699900
1042,1,1.0,760,590009,309000
1043,2,1.5,1290,590003,762500
1044,2,1.0,980,590003,800000
1045,2,1.5,1022,590016,660000
1046,2,1.5,1260,590001,715000
1047,5,2.0,2660,591108,1125000
1048,1,1.0,644,590006,350000
1049,1,1.0,664,591109,305000
1050,1,1.0,468,591156,275000
1051,4,3.0,2680,591108,2100000
1052,4,2.0,1640,591143,730000
1053,3,2.0,2000,590014,925000
1054,2,2.0,1523,590005,639950
1055,4,3.0,2430,591109,520000
1056,2,2.0,1199,590006,375000
1057,4,3.0,2160,591109,980000
1058,4,2.5,1354,591128,485000
1059,1,1.0,738,590003,490000
1060,2,2.0,1425,591143,899000
1061,6,7.0,4570,591108,1950000
1062,2,1.5,940,590011,640000
1063,3,3.5,1710,591109,699000
1064,3,2.5,1430,591113,855000
1065,3,3.5,1500,591113,598800
1066,3,1.5,1376,590005,780000
1067,4,3.5,4002,591109,2100000
1068,4,1.0,1600,591143,652000
1069,1,1.0,807,590010,380000
1070,5,3.0,2055,591113,1100000
1071,1,1.0,647,591128,377500
1072,2,2.0,940,590016,579000
1073,2,1.5,1150,590014,590000
1074,2,2.5,1459,590010,665000
1075,4,2.5,1910,590010,1625000
1076,4,3.0,2297,591103,783000
1077,4,2.5,2320,590016,820000
1078,5,3.5,2387,591143,1125000
1079,5,3.5,3270,590016,2000000
1080,3,2.5,1530,590014,899999
1081,2,1.0,1150,591128,845714
1082,3,2.0,1237,591131,747250
1083,3,2.5,1760,591143,850000
1084,1,1.0,808,590014,560000
1085,2,2.0,2720,591108,720000
1086,4,2.0,1345,591108,962000
1087,4,3.0,2600,591103,1750000
1088,3,2.0,2209,591124,715000
1089,2,2.5,950,591103,695000
1090,4,2.5,1530,591103,675000
1091,2,1.0,830,590016,942000
1092,3,2.0,1590,591124,910000
1093,3,3.0,1524,591109,850000
1094,4,3.0,1920,590014,2095000
1095,4,2.0,2660,590014,1357000
1096,3,2.0,2284,590014,850000
1097,3,2.5,1604,591108,760000
1098,4,4.0,2555,590006,1500000
1099,3,1.5,2460,591124,1150000
1100,3,2.5,2793,590014,1732000
1101,2,1.5,1540,591124,751000
1102,3,1.0,950,591108,589000
1103,3,1.5,1720,590005,426000
1104,2,2.0,1470,590003,707000
1105,5,2.5,3500,590006,875000
1106,2,1.5,984,590016,499999
1107,3,2.5,1570,591128,901000
1108,1,1.0,700,591128,647201
1109,2,2.0,1188,591108,450000
1110,3,2.5,2570,591108,1175000
1111,3,2.5,1631,591215,1049950
1112,3,2.0,1596,591211,505000
1113,2,2.5,820,591213,525000
1114,3,2.5,1610,591241,875000
1115,1,1.0,812,591226,480000
1116,3,2.0,1425,591215,759999
1117,2,2.5,1086,591214,884950
1118,2,2.5,1043,591222,690000
1119,3,2.0,1440,591215,1195000
1120,1,1.0,590,591241,435000
1121,2,2.0,1152,591263,1325000
1122,4,2.0,2040,591216,1175000
1123,3,2.0,2092,591213,2000000
1124,3,1.0,1780,591237,975000
1125,3,2.5,3560,591201,1575000
1126,2,2.5,1475,591201,945000
1127,4,2.5,1890,591201,668000
1128,4,2.0,2790,591222,930000
1129,4,3.5,2600,591247,2225000
1130,3,2.0,1060,591287,575000
1131,3,1.0,2180,591201,720000
1132,2,2.0,1761,591214,665000
1133,3,2.0,1379,591238,729950
1134,3,1.5,2550,591219,958748
1135,4,3.5,3815,591237,2895000
1136,4,2.0,2634,591241,1500000
1137,1,1.0,540,591215,335000
1138,3,3.5,3064,591226,2450000
1139,2,1.0,860,591247,565000
1140,3,2.5,1690,591215,807500
1141,3,3.5,1800,591242,750000
1142,2,2.0,1071,591226,605000
1143,2,1.0,807,591216,525000
1144,3,2.5,1350,591237,899000
1145,4,2.0,2900,591213,1275000
1146,3,3.0,1880,591222,999950
1147,1,1.0,677,591247,270000
1148,1,1.0,703,591244,498000
1149,1,1.0,527,591214,399000
1150,1,1.0,820,591226,530000
1151,3,2.5,1360,591226,700000
1152,4,3.5,2600,591213,1950000
1153,4,3.5,2852,591228,1715000
1154,3,3.5,1370,591237,619000
1155,3,1.5,2000,591229,1400000
1156,3,2.0,1096,591287,849950
1157,3,3.5,3380,591215,1599500
1158,3,2.5,1616,591241,990000
1159,3,3.0,1620,591287,1058000
1160,2,2.0,970,591211,634400
1161,1,2.0,1009,591244,525000
1162,3,2.0,2270,591211,1550000
1163,3,1.0,1200,591215,500000
1164,2,2.0,1225,591213,725000
1165,2,2.0,1081,591216,620000
1166,3,2.0,1380,591229,775000
1167,2,1.0,1200,591226,1025100
1168,2,2.0,1620,591222,835000
1169,3,2.0,2950,591241,1500000
1170,1,1.0,513,591247,315000
1171,4,2.0,2100,591238,1225000
1172,3,2.0,1705,591244,910000
1173,4,4.5,3610,591287,2800000
1174,3,3.5,1800,591214,1050000
1175,3,1.0,2130,591237,850000
1176,2,2.0,1367,591237,1350000
1177,3,2.5,1730,591237,800000
1178,4,3.5,4194,591237,3500000
1179,9,9.0,3780,591211,1210000
1180,2,2.0,1778,591211,1900000
1181,3,3.0,1410,591237,865000
1182,2,2.0,1088,591238,475000
1183,4,1.0,1340,591237,875000
1184,5,1.0,2380,591239,539000
1185,3,4.5,2140,591228,1835000
1186,3,2.0,2080,591241,738000
1187,2,1.0,1410,591214,799000
1188,1,1.0,571,591237,331000
1189,4,2.5,2340,591214,870000
1190,5,4.5,5210,591214,3320000
1191,1,1.0,733,591237,545000
1192,2,1.5,1060,591213,530000
1193,2,2.5,996,591211,799000
1194,4,2.0,1850,591229,1200000
1195,1,1.0,690,591237,560000
1196,4,2.0,2260,591222,1330000
1197,4,3.5,3190,591226,2130000
1198,3,2.5,1846,591222,1060000
1199,3,2.0,1700,591238,999999
1200,4,2.0,2240,591213,795000
1201,4,2.0,1660,591244,1127500
1202,2,3.0,1780,591241,720000
1203,4,3.5,2270,591101,710000
1204,1,1.0,603,591101,432000
1205,3,3.5,2024,591306,1200000
1206,2,2.5,1103,591306,780000
1207,3,1.0,1460,591227,880000
1208,6,7.0,4260,591306,2300000
1209,3,2.5,1660,591307,816750
1210,3,1.5,1350,591344,750000
1211,4,3.0,2949,591233,1610000
1212,3,2.5,1718,591227,900000
1213,2,1.0,1370,591233,1000000
1214,4,2.5,1822,591312,1033000
1215,2,1.0,800,591227,690000
1216,1,1.0,718,591218,459000
1217,2,2.0,909,591306,420000
1218,2,1.0,903,591307,312500
1219,2,2.0,1297,591306,880000
1220,3,2.0,2140,591307,925000
1221,4,5.0,2970,591307,1450000
1222,2,2.0,900,591308,590000
1223,2,2.0,2600,591307,750000
1224,2,1.0,1180,591307,419000
1225,1,1.0,564,591307,602000
1226,4,2.0,1700,591227,891000
1227,3,3.0,1524,591306,875000
1228,3,3.0,1410,591306,1200000
1229,1,1.0,831,591312,480000
1230,5,3.0,3060,591307,889000
1231,2,2.0,1213,591312,422000
1232,4,2.0,2352,591227,1295000
1233,1,1.0,534,591227,223000
1234,2,1.0,724,591224,530000
1235,4,3.5,2304,591344,1550000
1236,3,1.0,1450,591227,1125000
1237,2,1.0,980,591224,475000
1238,2,1.5,1550,591312,1550000
1239,1,1.0,704,591227,645000
1240,1,1.5,1425,591233,2200000
1241,1,1.0,794,591344,516000
1242,5,3.5,4060,591312,2888000
1243,2,2.0,979,591233,470000
1244,4,2.0,1830,591344,950000
1245,2,1.0,1260,591344,626000
1246,2,1.0,1027,591231,300000
1247,5,2.0,3210,591306,688000
1248,2,1.0,968,591136,399950
1249,3,2.0,1049,591122,900000
1250,2,1.5,1054,591307,709000
1251,2,2.0,1586,591101,1460000
1252,4,2.0,1760,591344,999950
1253,2,1.0,860,591233,480000
1254,4,2.5,1560,591101,1110000
1255,4,3.0,3110,591233,1500000
1256,3,2.0,1440,591227,935000
1257,3,2.0,1500,591231,770000
1258,3,1.5,2160,591307,915000
1259,4,5.5,3100,591312,1375000
1260,1,1.0,522,591231,325000
1261,3,2.0,1560,591307,920000
1262,3,3.0,3400,591312,1150000
1263,2,2.0,1761,591312,665000
1264,2,1.5,1076,591224,549000
1265,2,2.0,1217,591307,787950
1266,3,3.5,1450,591231,670000
1267,2,1.0,1000,591306,750000
1268,2,2.5,1124,591312,799950
1269,4,3.5,3070,591224,1900000
1270,1,1.0,480,591224,275000
1271,3,2.0,1860,591344,1165000
1272,2,1.0,740,591306,500000
1273,3,2.0,1440,591312,830000
1274,1,1.0,758,591231,469000
1275,3,1.0,1340,591101,765000
1276,3,3.0,1700,591227,1275000
1277,4,3.5,2950,591233,1800000
1278,1,1.0,616,591307,374000
1279,3,2.5,4240,591227,2725000
1280,4,3.5,3495,591224,2000000
1281,3,3.0,2560,591122,1300000
1282,3,3.0,2040,591227,1000000
1283,3,1.0,890,591307,575000
1284,3,1.5,1730,591136,870000
1285,1,1.0,816,591136,560000
1286,4,2.0,2400,591306,900000
1287,3,2.5,1270,591225,675000
1288,4,3.0,1830,591236,1352000
1289,3,2.5,2470,591236,800000
1290,4,4.0,2300,591313,1210000
1291,4,2.5,1600,591309,699000
1292,1,1.0,510,591309,308000
1293,2,2.0,1387,591225,649000
1294,3,2.5,2230,591221,555000
1295,1,1.0,956,591122,870000
1296,3,3.0,1872,591309,1050000
1297,4,5.0,2030,591305,700000
1298,4,2.0,1980,591309,785000
1299,3,3.0,1180,591309,729000
1300,4,2.5,2630,591243,1340000
1301,4,2.0,2010,591305,1100000
1302,4,3.5,3487,591236,2010000
1303,4,2.0,2570,591313,850000
1304,2,2.0,1440,591254,390000
1305,2,2.0,1131,591107,470000
1306,2,1.0,1440,591243,675000
1307,3,3.5,2010,591313,1111111
1308,2,3.0,1073,591243,429900
1309,4,3.5,3300,591313,1575000
1310,4,2.0,3040,591107,1665500
1311,4,2.5,2500,591221,577000
1312,4,1.0,1810,591107,655500
1313,2,2.0,1878,591225,1171600
1314,3,2.0,1411,591309,699000
1315,3,1.0,3960,591309,722500
1316,3,1.0,1000,591309,750000
1317,5,2.0,2300,591305,1266000
1318,2,2.5,890,591243,510000
1319,5,3.0,2820,591305,1550000
1320,3,1.0,1620,591340,600000
1321,3,2.0,1470,591225,875000
1322,2,2.5,1088,591122,475000
1323,5,2.0,2160,591306,795000
1324,3,3.5,3105,591236,2250000
1325,2,2.0,1200,591340,699950
1326,2,2.0,1240,591225,710000
1327,3,2.5,1550,591254,1065000
1328,7,4.0,2300,591221,1095000
1329,4,3.0,2466,591309,1299000
1330,2,2.0,1817,591243,2100000
1331,4,3.0,1500,591225,1155000
1332,4,2.0,2380,591122,525000
1333,2,2.0,1524,591254,710000
1334,3,2.5,1370,591243,699500
1335,3,2.0,1449,591340,720000
1336,2,2.0,1140,591236,850000
1337,3,2.5,1010,591107,615000
1338,9,5.0,3014,591122,835000
1339,3,3.5,1450,591313,580000
1340,2,2.0,1248,591254,890955
1341,4,2.0,2600,591313,1098500
1342,3,2.0,1328,591314,929950
1343,1,1.0,614,591313,369950
1344,4,3.0,2481,591313,999000
1345,4,1.0,1420,591313,445000
1346,4,3.0,2040,591313,1410000
1347,3,3.0,1390,591305,1095000
1348,2,3.0,920,591225,690000
1349,4,3.5,1835,591309,1299950
1350,4,2.0,1840,591305,825000
1351,3,2.5,3020,591313,1450000
1352,3,2.0,2520,591309,1050000
1353,4,5.0,2240,591243,965000
1354,3,3.5,1644,591243,820000
1355,3,2.5,1880,591221,725000
1356,2,2.0,995,591309,850000
1357,1,1.0,568,591246,330000
1358,2,3.0,1226,591221,589990
1359,2,1.0,730,591309,25000000
1360,4,2.0,1500,591237,947000
1361,3,2.0,2080,591302,800000
1362,3,3.0,1425,591131,819950
1363,4,2.5,3840,591302,2195000
1364,4,3.0,2074,591106,812500
1365,5,3.0,3556,591106,2250000
1366,1,1.0,1100,591131,745000
1367,2,1.0,730,591112,545000
1368,4,2.0,1170,591131,390000
1369,4,3.0,2240,591301,625000
1370,4,2.0,1750,591112,855000
1371,2,2.0,1695,591302,1150000
1372,5,3.0,2480,591301,1135000
1373,4,2.5,1420,591302,760000
1374,2,1.0,990,591120,474000
1375,2,1.0,1520,591120,820000
1376,5,2.0,2100,591120,599950
1377,3,3.0,1740,591131,1010000
1378,2,2.0,1760,591112,750000
1379,2,2.0,1021,591302,981250
1380,4,3.5,3018,591112,1795000
1381,2,1.5,1024,591302,495000
1382,1,1.0,945,591106,385000
1383,2,1.0,2380,591301,640000
1384,5,5.0,3810,591120,1180000
1385,2,2.5,1048,591302,899000
1386,3,1.5,1610,591120,1106000
1387,1,1.0,701,591302,315000
1388,4,2.5,2213,591131,1075000
1389,2,2.0,1071,591106,719000
1390,2,1.0,850,591302,813000
1391,3,3.0,1280,591301,900000
1392,3,1.0,980,591106,700000
1393,4,3.5,3840,591302,1250000
1394,2,2.0,1006,591106,650000
1395,4,2.0,1450,591301,1185000
1396,4,2.0,2140,591120,960000
1397,4,3.0,2480,591302,1605000
1398,5,2.0,2420,591302,960000
1399,3,4.5,1760,591302,1440000
1400,2,2.0,1170,591302,624999
1401,3,2.0,1730,591131,910000
1402,1,1.0,376,590014,1000000
1403,1,1.0,636,591302,450000
1404,3,2.0,1940,591302,895000
1405,4,2.5,3400,591112,2100000
1406,3,2.0,1360,591302,830000
1407,2,2.0,875,591302,656500
1408,6,2.0,2230,591120,700000
1409,5,2.0,4190,591120,2300000
1410,3,2.5,2220,591120,1167500
1411,2,1.0,830,591301,450000
1412,3,2.5,2090,591317,820000
1413,3,1.0,1210,591220,795000
1414,2,1.0,691,591317,998000
1415,3,2.5,1820,591317,690000
1416,4,2.5,3105,591222,1040000
1417,4,2.0,1680,591217,517500
1418,3,2.0,2495,591317,1250000
1419,5,3.0,2450,591317,1270000
1420,4,2.0,2787,591217,1207000
1421,5,3.5,3310,591311,1637500
1422,2,2.0,1699,591235,640000
1423,5,4.0,3180,591220,2100000
1424,5,2.5,3350,591220,1275000
1425,2,2.0,1365,591235,799000
1426,3,3.0,1660,591317,1200000
1427,3,1.5,1880,591222,489000
1428,1,1.0,580,591235,395000
1429,3,2.0,1270,591222,590000
1430,3,1.0,860,591235,699000
1431,1,1.0,580,591220,475000
1432,3,3.5,1840,591311,1025000
1433,1,1.0,615,591220,315000
1434,5,3.0,2140,591311,850000
1435,2,2.0,1437,591311,969950
1436,2,1.5,1390,591222,759950
1437,2,1.5,870,591317,700000
1438,5,4.5,2840,591317,500000
1439,3,2.0,2260,591317,877000
1440,2,2.0,886,591235,660000
1441,1,1.0,505,591317,325000
1442,2,1.0,1048,591213,760000
1443,4,2.0,1800,591317,1100000
1444,2,2.0,1390,591317,954500
1445,3,2.5,2600,591217,1475000
1446,4,2.0,2640,591222,780000
1447,2,1.5,1020,591235,765000
1448,3,3.0,2630,591311,1130000
1449,4,3.5,2910,591317,1865000
1450,3,2.0,1580,591317,1000000
1451,2,1.0,885,591317,389000
1452,3,2.0,2100,591220,1325000
1453,4,2.0,2010,591220,1250000
1454,4,2.0,1480,591213,830000
1455,3,2.0,1560,591235,1180000
1456,1,1.0,889,591311,648888
1457,1,1.0,664,591311,322000
1458,2,2.0,804,591235,465600
1459,4,2.0,2080,591217,975000
1460,2,1.0,910,591220,800000
1461,3,2.5,1620,591317,875100
1462,3,3.5,1970,591311,868500
1463,3,2.0,1720,591127,869000
1464,4,2.0,1545,591130,1253000
1465,3,2.5,1710,591130,1190000
1466,1,2.0,1141,591114,699950
1467,2,3.0,1276,591123,520000
1468,2,1.5,1978,591130,858000
1469,2,1.0,1060,591130,700000
1470,5,3.5,3220,591114,820000
1471,4,2.0,1170,591114,530000
1472,3,2.0,1770,591127,660000
1473,2,2.0,1420,591123,690000
1474,4,2.5,2980,591114,1445000
1475,4,1.5,1630,591130,734950
1476,1,1.0,743,591114,522250
1477,2,1.0,680,591127,625000
1478,2,1.0,900,591123,409050
1479,1,1.0,635,591114,380000
1480,5,3.5,3400,591127,3340000
1481,3,2.0,1300,591130,735000
1482,2,2.0,1094,591114,675000
1483,3,2.5,1763,591123,1125000
1484,2,1.0,940,591123,550000
1485,3,2.5,1820,591123,990000
1486,1,1.0,650,591126,468000
1487,2,2.0,1200,591123,705000
1488,3,2.0,1939,591130,1070000
1489,4,2.0,1780,591123,1181500
1490,3,2.0,2370,591123,1180000
1491,2,2.5,1411,591123,830000
1492,2,1.0,512,591123,312000
1493,4,2.5,2360,591130,1750000
1494,3,2.0,2630,591123,1290000
1495,5,3.0,2700,591127,1025000
1496,1,1.0,605,591114,370000
1497,2,1.0,767,591123,349950
1498,2,1.0,1015,591127,650000
1499,2,2.0,1245,591130,330000
1500,1,1.0,513,591114,315000
1501,1,1.0,780,591114,500000
1502,4,3.0,2050,591130,920000
1503,2,2.0,1060,591123,650000
1504,2,2.0,950,591110,705000
1505,3,1.5,1870,591129,500000
1506,3,2.5,1060,591126,765000
1507,3,2.5,1860,591117,1025000
1508,3,1.5,1420,591126,980000
1509,3,1.0,1390,591111,850000
1510,3,2.0,1096,591117,874500
1511,3,1.0,1100,591126,468000
1512,3,1.0,1010,591117,475000
1513,3,3.5,1730,591102,975000
1514,2,1.5,1480,591126,948800
1515,3,2.0,1890,591119,700000
1516,4,2.0,2500,591110,972500
1517,4,3.5,2840,591110,925000
1518,3,2.0,1608,591110,732000
1519,2,2.5,1701,591116,1354000
1520,1,1.0,376,591126,1000000
1521,1,2.0,1250,591119,160000
1522,3,2.5,1790,591126,1050000
1523,4,2.0,1670,591110,650000
1524,3,2.0,1640,591119,900000
1525,4,4.5,3228,591110,2050000
1526,4,2.0,1720,591126,705000
1527,4,2.0,2060,591126,575000
1528,3,2.0,1840,591126,865000
1529,4,3.5,3180,591126,2485000
1530,3,3.0,1760,591111,670000
1531,2,1.0,1350,591126,799950
1532,2,2.0,1403,591111,480000
1533,3,2.0,1740,591117,1310000
1534,3,2.0,1490,591129,900000
1535,3,3.0,2380,591126,1385000
1536,1,1.0,815,591111,465000
1537,4,3.5,2900,591126,1337000
1538,5,3.0,2370,591129,800000
1539,4,1.0,2470,591129,770000
1540,4,1.0,1740,591117,925000
1541,1,1.0,690,591111,290000
1542,5,3.5,2610,591117,915000
1543,4,3.5,2015,591119,1240000
1544,5,3.5,3880,591129,2975000
1545,4,2.0,2280,591119,625000
1546,4,3.0,2570,591121,1555000
1547,5,2.0,2740,591116,1175000
1548,2,2.0,1469,591119,900000
1549,3,2.5,2860,591129,1630000
1550,2,2.0,1479,591119,640000
1551,5,4.5,3370,591126,1975000
1552,3,1.0,1300,591129,1000000
1553,2,1.0,780,591126,675000
1554,5,6.0,6990,591126,1880000
1555,2,2.5,867,591117,679000
1556,2,2.0,1217,591129,787950
1557,3,2.5,2120,591126,1365000
1558,2,2.0,1042,591129,639000
1559,2,2.0,1163,591126,648800
1560,3,3.5,1580,591119,760000
1561,3,2.0,1740,591117,1070000
1562,4,3.0,1810,591117,1118000
1563,1,1.0,1186,591110,665000
1564,3,1.0,1177,591111,650000
1565,2,1.5,770,591126,550000
1566,4,2.0,1870,591129,1040000
1567,1,1.0,696,591119,305000
1568,3,2.5,1380,583104,523750
1569,2,1.0,1650,583115,630000
1570,3,2.0,1640,583103,700000
1571,3,3.5,1360,583115,700000
1572,3,1.0,970,583116,625000
1573,1,1.0,490,583102,250000
1574,5,2.0,2180,583117,950000
1575,4,3.5,2970,583117,2080000
1576,4,2.0,2340,583101,1800000
1577,3,3.0,1420,583104,950000
1578,3,2.5,1520,583101,818000
1579,2,2.0,1242,583102,769950
1580,4,3.0,3410,583101,1850000
1581,4,1.0,1150,583101,575000
1582,1,1.0,691,583103,321000
1583,3,2.0,1170,583101,740000
1584,3,2.0,1360,583101,850000
1585,2,2.0,1200,583101,620000
1586,4,2.0,2680,583101,950000
1587,2,1.0,670,583103,510000
1588,1,1.0,545,583103,350000
1589,3,3.5,1240,583101,690000
1590,1,1.0,700,583101,300000
1591,4,3.0,2940,583152,1250000
1592,2,2.0,1187,583102,750000
1593,4,2.0,1488,583117,750000
1594,3,1.0,970,583117,515000
1595,3,2.5,1681,583103,610000
1596,2,2.0,1144,583138,769950
1597,4,3.5,2860,583116,1657500
